X,Y,Z,phase_id,diameter,density,U,V,W,usr_var1
0.02652288,-0.07489449,-0.04318674,1,0.01,1000,0,0,0,1
0.03560676,-0.07886826,-0.03968221,1,0.01,1000,0,0,0,1
0.05026859,-0.08053639,-0.03604104,1,0.01,1000,0,0,0,1
0.0583329,-0.07489863,-0.03730935,1,0.01,1000,0,0,0,1
-0.06399069,-0.07017374,-0.02683032,1,0.01,1000,0,0,0,1
-0.05122454,-0.07994525,-0.02949919,1,0.01,1000,0,0,0,1
-0.03738098,-0.07839629,-0.03921029,1,0.01,1000,0,0,0,1
-0.0272942,-0.09102355,-0.03336339,1,0.01,1000,0,0,0,1
-0.02080249,-0.08179075,-0.02916231,1,0.01,1000,0,0,0,1
-0.00368282,-0.06677025,-0.02361928,1,0.01,1000,0,0,0,1
0.02048483,-0.07606137,-0.03014196,1,0.01,1000,0,0,0,1
0.03154304,-0.07428493,-0.03134673,1,0.01,1000,0,0,0,1
0.0372273,-0.08015239,-0.02402569,1,0.01,1000,0,0,0,1
0.04465383,-0.07358821,-0.02270103,1,0.01,1000,0,0,0,1
0.05510672,-0.07729053,-0.02796573,1,0.01,1000,0,0,0,1
-0.05466995,-0.07760977,-0.01037613,1,0.01,1000,0,0,0,1
-0.04495539,-0.07375956,-0.02407493,1,0.01,1000,0,0,0,1
-0.0362182,-0.08785377,-0.01863516,1,0.01,1000,0,0,0,1
-0.03147645,-0.07135707,-0.02281534,1,0.01,1000,0,0,0,1
-0.020882,-0.08389787,-0.00947843,1,0.01,1000,0,0,0,1
-0.01301448,-0.07949864,-0.02337686,1,0.01,1000,0,0,0,1
-0.01079663,-0.0853612,-0.01539604,1,0.01,1000,0,0,0,1
-0.00356108,-0.07835624,-0.02047311,1,0.01,1000,0,0,0,1
0.00433184,-0.07069783,-0.00956228,1,0.01,1000,0,0,0,1
0.004936,-0.06949863,-0.01945566,1,0.01,1000,0,0,0,1
0.02193176,-0.07401403,-0.01052922,1,0.01,1000,0,0,0,1
0.02995278,-0.0801973,-0.01600933,1,0.01,1000,0,0,0,1
0.04854341,-0.08156903,-0.00965944,1,0.01,1000,0,0,0,1
0.05229085,-0.07929525,-0.01861371,1,0.01,1000,0,0,0,1
-0.04768942,-0.08207875,-0.00484716,1,0.01,1000,0,0,0,1
-0.04418642,-0.0840901,-0.01397455,1,0.01,1000,0,0,0,1
-0.03527847,-0.07900894,0.00712097,1,0.01,1000,0,0,0,2
-0.02914997,-0.08060742,-0.01401786,1,0.01,1000,0,0,0,1
-0.01742017,-0.06849237,0.0071338,1,0.01,1000,0,0,0,2
-0.01233257,-0.07216327,-0.00573953,1,0.01,1000,0,0,0,1
-0.013302,-0.07665915,0.00313697,1,0.01,1000,0,0,0,2
0.00733254,-0.08669267,-0.00792872,1,0.01,1000,0,0,0,1
0.00481316,-0.07832504,-0.00311993,1,0.01,1000,0,0,0,1
0.01261566,-0.06946417,-0.00411699,1,0.01,1000,0,0,0,1
0.03433639,-0.07899151,-0.00072229,1,0.01,1000,0,0,0,1
0.04212746,-0.07547878,0.00444197,1,0.01,1000,0,0,0,2
0.05620919,-0.07646452,-0.00586657,1,0.01,1000,0,0,0,1
0.05729323,-0.07569518,0.0039949,1,0.01,1000,0,0,0,2
-0.04722348,-0.08233431,0.01268968,1,0.01,1000,0,0,0,2
-0.04287744,-0.0847199,0.00402555,1,0.01,1000,0,0,0,2
-0.03113615,-0.08074202,0.01604449,1,0.01,1000,0,0,0,2
-0.02344555,-0.07439807,0.01368473,1,0.01,1000,0,0,0,2
-0.0139213,-0.07731305,0.01308803,1,0.01,1000,0,0,0,2
-0.00825417,-0.06864894,0.01677205,1,0.01,1000,0,0,0,2
-0.00669633,-0.06783446,0.0069603,1,0.01,1000,0,0,0,2
-0.00166259,-0.08571774,0.00983374,1,0.01,1000,0,0,0,2
-0.00344905,-0.0757798,0.00187958,1,0.01,1000,0,0,0,2
0.02225114,-0.07431448,-0.00059059,1,0.01,1000,0,0,0,1
0.01693858,-0.08453272,0.00804998,1,0.01,1000,0,0,0,2
0.03420707,-0.07911689,0.00933095,1,0.01,1000,0,0,0,2
0.05078988,-0.08018439,0.01008001,1,0.01,1000,0,0,0,2
0.06160538,-0.07225488,0.01227629,1,0.01,1000,0,0,0,2
-0.0459369,-0.08313012,0.02254736,1,0.01,1000,0,0,0,2
-0.04020822,-0.07688873,0.01725424,1,0.01,1000,0,0,0,2
-0.02475885,-0.07731771,0.0231258,1,0.01,1000,0,0,0,2
-0.01627406,-0.07236119,0.0214398,1,0.01,1000,0,0,0,2
-0.00730305,-0.0549546,0.02441709,1,0.01,1000,0,0,0,2
0.00209422,-0.07717583,0.01995563,1,0.01,1000,0,0,0,2
0.01201458,-0.07777476,0.01952428,1,0.01,1000,0,0,0,2
0.01689379,-0.07507421,0.01126225,1,0.01,1000,0,0,0,2
0.03541819,-0.08069129,0.01972052,1,0.01,1000,0,0,0,2
0.04150178,-0.07471743,0.01454187,1,0.01,1000,0,0,0,2
0.05540923,-0.07707138,0.01833451,1,0.01,1000,0,0,0,2
-0.04382562,-0.08427616,0.0322296,1,0.01,1000,0,0,0,2
-0.03441945,-0.07838044,0.02524642,1,0.01,1000,0,0,0,2
-0.02636342,-0.08307809,0.03156529,1,0.01,1000,0,0,0,2
-0.01691691,-0.07594537,0.03073735,1,0.01,1000,0,0,0,2
-0.00945108,-0.0698144,0.02826394,1,0.01,1000,0,0,0,2
-0.00205551,-0.07646583,0.02901481,1,0.01,1000,0,0,0,2
0.00770604,-0.07836407,0.02853043,1,0.01,1000,0,0,0,2
0.02148823,-0.07473047,0.02007916,1,0.01,1000,0,0,0,2
0.03391616,-0.07947507,0.02950194,1,0.01,1000,0,0,0,2
0.04247038,-0.0849235,0.02582231,1,0.01,1000,0,0,0,2
0.05910954,-0.07430722,0.02791141,1,0.01,1000,0,0,0,2
-0.0500717,-0.0806818,0.0391279,1,0.01,1000,0,0,0,2
-0.03601545,-0.07879221,0.03507224,1,0.01,1000,0,0,0,2
-0.0299938,-0.08256928,0.04198883,1,0.01,1000,0,0,0,2
-0.01760802,-0.07601353,0.04067908,1,0.01,1000,0,0,0,2
-0.00889446,-0.07951999,0.03733553,1,0.01,1000,0,0,0,2
0.00888941,-0.07645202,0.04296874,1,0.01,1000,0,0,0,2
0.01507448,-0.07718851,0.03515785,1,0.01,1000,0,0,0,2
0.02486442,-0.07930846,0.03377142,1,0.01,1000,0,0,0,2
0.02804076,-0.08198668,0.04307984,1,0.01,1000,0,0,0,2
0.04394631,-0.07983459,0.03421826,1,0.01,1000,0,0,0,2
0.05384011,-0.07825538,0.03604033,1,0.01,1000,0,0,0,2
-0.05460655,-0.07771389,0.04747705,1,0.01,1000,0,0,0,2
-0.04605443,-0.0830775,0.04791386,1,0.01,1000,0,0,0,2
-0.04055167,-0.07742627,0.05399059,1,0.01,1000,0,0,0,2
-0.02840321,-0.08279022,0.05406229,1,0.01,1000,0,0,0,2
-0.00889893,-0.07521388,0.04639417,1,0.01,1000,0,0,0,2
0.01202837,-0.07228356,0.05149435,1,0.01,1000,0,0,0,2
0.01742569,-0.08023761,0.04876803,1,0.01,1000,0,0,0,2
0.02564701,-0.08344093,0.05343301,1,0.01,1000,0,0,0,2
0.03429857,-0.07930489,0.05103787,1,0.01,1000,0,0,0,2
0.04787628,-0.08195458,0.04311453,1,0.01,1000,0,0,0,2
0.05684436,-0.07598591,0.04526433,1,0.01,1000,0,0,0,2
-0.06037276,-0.07336161,0.05437941,1,0.01,1000,0,0,0,2
-0.05664972,-0.07620299,0.06318475,1,0.01,1000,0,0,0,2
-0.04277923,-0.08480796,0.060285,1,0.01,1000,0,0,0,2
-0.0283989,-0.08148196,0.06455633,1,0.01,1000,0,0,0,2
-0.02584208,-0.06772028,0.0634897,1,0.01,1000,0,0,0,2
0.01050768,-0.06899196,0.06978662,1,0.01,1000,0,0,0,2
0.01793631,-0.07300006,0.05950446,1,0.01,1000,0,0,0,2
0.02881985,-0.07421154,0.05840504,1,0.01,1000,0,0,0,2
0.03561247,-0.08109026,0.06117599,1,0.01,1000,0,0,0,2
0.0511134,-0.08003656,0.05235011,1,0.01,1000,0,0,0,2
0.05444189,-0.07775531,0.06142886,1,0.01,1000,0,0,0,2
-0.05154885,-0.07980256,0.0767367,1,0.01,1000,0,0,0,2
-0.04357934,-0.07525567,0.07289073,1,0.01,1000,0,0,0,2
-0.03767242,-0.07786967,0.06530516,1,0.01,1000,0,0,0,2
-0.02746623,-0.07343773,0.07151082,1,0.01,1000,0,0,0,2
-0.02008498,-0.0657167,0.07451265,1,0.01,1000,0,0,0,2
0.00509793,-0.07025398,0.0780951,1,0.01,1000,0,0,0,2
0.01859773,-0.06506673,0.06547793,1,0.01,1000,0,0,0,2
0.03065463,-0.07425964,0.06821857,1,0.01,1000,0,0,0,2
0.04050774,-0.07587947,0.06835551,1,0.01,1000,0,0,0,2
0.04527919,-0.08349756,0.0604172,1,0.01,1000,0,0,0,2
0.04925777,-0.08115325,0.06923219,1,0.01,1000,0,0,0,2
-0.04665814,-0.08269637,0.08638237,1,0.01,1000,0,0,0,2
-0.0347391,-0.07949588,0.07471462,1,0.01,1000,0,0,0,2
-0.03292467,-0.06519847,0.07005516,1,0.01,1000,0,0,0,2
-0.02938271,-0.08137343,0.08295377,1,0.01,1000,0,0,0,2
-0.02004791,-0.07506579,0.07801481,1,0.01,1000,0,0,0,2
-0.00709688,-0.07946067,0.07716895,1,0.01,1000,0,0,0,2
-0.00222419,-0.0726519,0.07173328,1,0.01,1000,0,0,0,2
0.00478298,-0.08584954,0.0861472,1,0.01,1000,0,0,0,2
0.00279664,-0.07997089,0.07833004,1,0.01,1000,0,0,0,2
0.00792311,-0.07648649,0.08750156,1,0.01,1000,0,0,0,2
0.02470089,-0.0744319,0.07818132,1,0.01,1000,0,0,0,2
0.03962085,-0.07599891,0.08671164,1,0.01,1000,0,0,0,2
0.0444296,-0.07385067,0.07731005,1,0.01,1000,0,0,0,2
0.0534784,-0.07852249,0.07780577,1,0.01,1000,0,0,0,2
-0.05097383,-0.08014269,0.09503257,1,0.01,1000,0,0,0,2
-0.04225005,-0.08498723,0.09501605,1,0.01,1000,0,0,0,2
-0.03854187,-0.07756908,0.08372238,1,0.01,1000,0,0,0,2
-0.03550461,-0.07760707,0.0950091,1,0.01,1000,0,0,0,2
-0.01894133,-0.07456082,0.09500871,1,0.01,1000,0,0,0,2
-0.01168995,-0.07520935,0.08491784,1,0.01,1000,0,0,0,2
-0.0028752,-0.07952107,0.08652782,1,0.01,1000,0,0,0,2
0.0009446,-0.07587832,0.09500623,1,0.01,1000,0,0,0,2
0.00832133,-0.06923473,0.09500217,1,0.01,1000,0,0,0,2
0.01666226,-0.07468661,0.09500203,1,0.01,1000,0,0,0,2
0.02819562,-0.07915543,0.09505555,1,0.01,1000,0,0,0,2
0.03519327,-0.08627842,0.09500565,1,0.01,1000,0,0,0,2
0.04906067,-0.0812648,0.08632915,1,0.01,1000,0,0,0,2
0.05336396,-0.07861214,0.09501922,1,0.01,1000,0,0,0,2
-0.05634879,-0.07635243,-0.08633995,1,0.01,1000,0,0,0,1
-0.04284346,-0.07455845,-0.0950153,1,0.01,1000,0,0,0,1
-0.03228438,-0.07067341,-0.09501433,1,0.01,1000,0,0,0,1
-0.02012905,-0.0731328,-0.09500785,1,0.01,1000,0,0,0,1
-0.00412949,-0.06828698,-0.09500389,1,0.01,1000,0,0,0,1
-0.01054708,-0.07593461,-0.09500955,1,0.01,1000,0,0,0,1
-0.00070019,-0.07764333,-0.09505055,1,0.01,1000,0,0,0,1
0.00905437,-0.07576171,-0.09501653,1,0.01,1000,0,0,0,1
0.01295838,-0.06782003,-0.08720741,1,0.01,1000,0,0,0,1
0.01442862,-0.06180988,-0.09501805,1,0.01,1000,0,0,0,1
0.02210085,-0.06681528,-0.09105149,1,0.01,1000,0,0,0,1
0.04803899,-0.07174149,-0.09500522,1,0.01,1000,0,0,0,1
0.04266522,-0.07541208,-0.08725742,1,0.01,1000,0,0,0,1
0.05709398,-0.07585032,-0.09500582,1,0.01,1000,0,0,0,1
-0.06170222,-0.07215318,-0.07205087,1,0.01,1000,0,0,0,1
-0.04531898,-0.07568475,-0.07910933,1,0.01,1000,0,0,0,1
-0.03267974,-0.07363849,-0.079539,1,0.01,1000,0,0,0,1
-0.01879404,-0.06563165,-0.08642371,1,0.01,1000,0,0,0,1
-0.01524206,-0.07491349,-0.08618378,1,0.01,1000,0,0,0,1
-0.00534602,-0.07594631,-0.08649313,1,0.01,1000,0,0,0,1
-0.00227218,-0.06392901,-0.07100424,1,0.01,1000,0,0,0,1
0.00479794,-0.06590108,-0.07775923,1,0.01,1000,0,0,0,1
0.0130234,-0.07155169,-0.07796172,1,0.01,1000,0,0,0,1
0.01362018,-0.06217091,-0.07473752,1,0.01,1000,0,0,0,1
0.02094584,-0.06611728,-0.08067108,1,0.01,1000,0,0,0,1
0.03961512,-0.06595517,-0.08630505,1,0.01,1000,0,0,0,1
0.05504117,-0.0660996,-0.07513089,1,0.01,1000,0,0,0,1
0.0636992,-0.0703922,-0.07747775,1,0.01,1000,0,0,0,1
-0.04756153,-0.0728435,-0.06983952,1,0.01,1000,0,0,0,1
-0.03658811,-0.07081278,-0.06266035,1,0.01,1000,0,0,0,1
-0.02789416,-0.07233734,-0.07030686,1,0.01,1000,0,0,0,1
-0.01991873,-0.06639495,-0.07004055,1,0.01,1000,0,0,0,1
-0.01173999,-0.06095488,-0.07168462,1,0.01,1000,0,0,0,1
0.00708133,-0.06559875,-0.06802975,1,0.01,1000,0,0,0,1
0.0164555,-0.06903952,-0.06800425,1,0.01,1000,0,0,0,1
0.02512522,-0.06549216,-0.07161934,1,0.01,1000,0,0,0,1
0.03539326,-0.06451231,-0.07738321,1,0.01,1000,0,0,0,1
0.03936536,-0.06711054,-0.06657671,1,0.01,1000,0,0,0,1
0.06218465,-0.07171969,-0.06772957,1,0.01,1000,0,0,0,1
-0.05662818,-0.0659536,-0.05779287,1,0.01,1000,0,0,0,1
-0.04617728,-0.07174997,-0.06004009,1,0.01,1000,0,0,0,1
-0.03566108,-0.07766069,-0.05544766,1,0.01,1000,0,0,0,1
-0.02493569,-0.07703523,-0.0500544,1,0.01,1000,0,0,0,1
-0.00885383,-0.07739595,-0.04940553,1,0.01,1000,0,0,0,1
0.00892071,-0.06559303,-0.05821502,1,0.01,1000,0,0,0,1
0.02035787,-0.06656336,-0.05913556,1,0.01,1000,0,0,0,1
0.02342545,-0.06801673,-0.04969643,1,0.01,1000,0,0,0,1
0.03079485,-0.06588139,-0.06160743,1,0.01,1000,0,0,0,1
0.051389,-0.06922667,-0.05381476,1,0.01,1000,0,0,0,1
0.06069291,-0.07304907,-0.05797149,1,0.01,1000,0,0,0,1
-0.06512438,-0.06906588,-0.04241232,1,0.01,1000,0,0,0,1
-0.05525369,-0.07727094,-0.05392468,1,0.01,1000,0,0,0,1
-0.03350469,-0.07316776,-0.04673458,1,0.01,1000,0,0,0,1
-0.02356573,-0.06067211,-0.04676242,1,0.01,1000,0,0,0,1
-0.0094066,-0.08598909,-0.04433555,1,0.01,1000,0,0,0,1
0.01083248,-0.06891946,-0.04899694,1,0.01,1000,0,0,0,1
0.01747582,-0.06485029,-0.04236776,1,0.01,1000,0,0,0,1
0.02930268,-0.06183715,-0.04246447,1,0.01,1000,0,0,0,1
0.03764231,-0.06971736,-0.0553631,1,0.01,1000,0,0,0,1
0.06675093,-0.06761659,-0.05120605,1,0.01,1000,0,0,0,1
0.06517472,-0.06899103,-0.04144146,1,0.01,1000,0,0,0,1
-0.058268,-0.07494622,-0.03452493,1,0.01,1000,0,0,0,1
-0.05090338,-0.06889495,-0.04099493,1,0.01,1000,0,0,0,1
-0.02586328,-0.07259816,-0.04037041,1,0.01,1000,0,0,0,1
-0.01750739,-0.06563439,-0.04056905,1,0.01,1000,0,0,0,1
-0.01577358,-0.07416704,-0.03311236,1,0.01,1000,0,0,0,1
0.0089192,-0.07738031,-0.04398577,1,0.01,1000,0,0,0,1
0.01728003,-0.07437546,-0.03940985,1,0.01,1000,0,0,0,1
0.02515875,-0.06817973,-0.03597577,1,0.01,1000,0,0,0,1
0.04141257,-0.07567465,-0.03190124,1,0.01,1000,0,0,0,1
0.05256559,-0.0690898,-0.04306491,1,0.01,1000,0,0,0,1
0.0609015,-0.06648894,-0.03260491,1,0.01,1000,0,0,0,1
-0.05943712,-0.074071,-0.01883392,1,0.01,1000,0,0,0,1
-0.04509731,-0.07401601,-0.0346723,1,0.01,1000,0,0,0,1
-0.02530711,-0.07296235,-0.03045478,1,0.01,1000,0,0,0,1
-0.02195688,-0.07387455,-0.02112087,1,0.01,1000,0,0,0,1
-0.01558953,-0.07674568,-0.01399538,1,0.01,1000,0,0,0,1
0.00882714,-0.06864199,-0.03921822,1,0.01,1000,0,0,0,1
0.00301507,-0.07185242,-0.02898218,1,0.01,1000,0,0,0,1
0.02235521,-0.0754343,-0.0203849,1,0.01,1000,0,0,0,1
0.03067593,-0.07047368,-0.0180399,1,0.01,1000,0,0,0,1
0.04997622,-0.07085824,-0.03359377,1,0.01,1000,0,0,0,1
0.06238868,-0.07166117,-0.0241909,1,0.01,1000,0,0,0,1
-0.05753886,-0.06484706,-0.01535877,1,0.01,1000,0,0,0,1
-0.05407815,-0.07069937,-0.02653541,1,0.01,1000,0,0,0,1
-0.03766008,-0.07802692,-0.01879835,1,0.01,1000,0,0,0,1
-0.02146896,-0.07567015,-0.003921,1,0.01,1000,0,0,0,1
-0.01030761,-0.06199982,-0.00027922,1,0.01,1000,0,0,0,1
-0.00341623,-0.05863466,0.01521589,1,0.01,1000,0,0,0,2
-0.00957974,-0.08368478,-0.03177812,1,0.01,1000,0,0,0,1
-0.01326851,-0.06951635,-0.02336614,1,0.01,1000,0,0,0,1
-0.00659855,-0.07452317,-0.02918955,1,0.01,1000,0,0,0,1
0.01422555,-0.07098068,-0.02393932,1,0.01,1000,0,0,0,1
0.02175595,-0.06618999,-0.01673606,1,0.01,1000,0,0,0,1
0.03170525,-0.07339347,-0.00857413,1,0.01,1000,0,0,0,1
0.03891901,-0.0759562,-0.01492448,1,0.01,1000,0,0,0,1
0.05973867,-0.07382764,-0.01481515,1,0.01,1000,0,0,0,1
-0.06248169,-0.07144869,-0.00971032,1,0.01,1000,0,0,0,1
-0.04222174,-0.07494966,-0.01049469,1,0.01,1000,0,0,0,1
-0.04379004,-0.07396031,0.00844469,1,0.01,1000,0,0,0,2
-0.04074902,-0.07622943,-0.00074065,1,0.01,1000,0,0,0,1
-0.01927892,-0.06587081,-0.00232858,1,0.01,1000,0,0,0,1
-0.01189552,-0.05162502,0.01463631,1,0.01,1000,0,0,0,2
-0.01353938,-0.03801603,0.02218822,1,0.01,1000,0,0,0,2
-0.00366463,-0.07653693,-0.00806792,1,0.01,1000,0,0,0,1
0.00044973,-0.06157949,-0.0153342,1,0.01,1000,0,0,0,1
0.00668503,-0.06121108,-0.0075354,1,0.01,1000,0,0,0,1
0.02547802,-0.06542278,-0.00697521,1,0.01,1000,0,0,0,1
0.04216139,-0.07507694,-0.00553676,1,0.01,1000,0,0,0,1
0.06391376,-0.07016393,-0.00647266,1,0.01,1000,0,0,0,1
0.06493981,-0.06920603,0.00339489,1,0.01,1000,0,0,0,2
-0.05835266,-0.07495909,-0.00136846,1,0.01,1000,0,0,0,1
-0.05153374,-0.07978158,0.00405883,1,0.01,1000,0,0,0,2
-0.03294699,-0.07135561,0.01317388,1,0.01,1000,0,0,0,2
-0.0205048,-0.06514078,0.01602193,1,0.01,1000,0,0,0,2
-0.01242943,-0.06115617,0.01172079,1,0.01,1000,0,0,0,2
-0.00288964,-0.06388071,0.02367841,1,0.01,1000,0,0,0,2
0.00168505,-0.0680978,0.01585412,1,0.01,1000,0,0,0,2
-0.00406893,-0.07624091,0.01183723,1,0.01,1000,0,0,0,2
0.00363691,-0.06897375,0.00023205,1,0.01,1000,0,0,0,2
0.01780414,-0.06735852,0.00499599,1,0.01,1000,0,0,0,2
0.02620759,-0.08211986,0.00416814,1,0.01,1000,0,0,0,2
0.03074204,-0.07230504,0.01735805,1,0.01,1000,0,0,0,2
0.04649775,-0.06790862,0.00922869,1,0.01,1000,0,0,0,2
0.06879742,-0.06544712,0.01299925,1,0.01,1000,0,0,0,2
-0.05383462,-0.07821328,0.01895838,1,0.01,1000,0,0,0,2
-0.05340314,-0.07261789,0.01069265,1,0.01,1000,0,0,0,2
-0.04650905,-0.07328131,0.02403348,1,0.01,1000,0,0,0,2
-0.02958824,-0.06860827,0.02275969,1,0.01,1000,0,0,0,2
-0.01352022,-0.06259519,0.02270176,1,0.01,1000,0,0,0,2
0.0053442,-0.0692876,0.02514003,1,0.01,1000,0,0,0,2
0.02497431,-0.06058442,0.03117804,1,0.01,1000,0,0,0,2
0.02627409,-0.07309724,0.00847016,1,0.01,1000,0,0,0,2
0.03968459,-0.07303692,0.02447611,1,0.01,1000,0,0,0,2
0.04835003,-0.0702928,0.02027423,1,0.01,1000,0,0,0,2
0.06475447,-0.06938815,0.02129674,1,0.01,1000,0,0,0,2
-0.05210253,-0.07945748,0.02945636,1,0.01,1000,0,0,0,2
-0.03781899,-0.06953951,0.02830951,1,0.01,1000,0,0,0,2
-0.02845232,-0.0733413,0.03149001,1,0.01,1000,0,0,0,2
-0.00892171,-0.06956937,0.03821581,1,0.01,1000,0,0,0,2
-0.0057531,-0.06170429,0.03299165,1,0.01,1000,0,0,0,2
0.00185625,-0.05678553,0.02881349,1,0.01,1000,0,0,0,2
0.01489562,-0.07166355,0.0268768,1,0.01,1000,0,0,0,2
0.02136654,-0.06659652,0.01428936,1,0.01,1000,0,0,0,2
0.03497608,-0.06485733,0.02773575,1,0.01,1000,0,0,0,2
0.05104843,-0.08007173,0.02670586,1,0.01,1000,0,0,0,2
0.05459584,-0.06552145,0.02641805,1,0.01,1000,0,0,0,2
-0.0579306,-0.07520549,0.03631131,1,0.01,1000,0,0,0,2
-0.04434165,-0.07408007,0.04394162,1,0.01,1000,0,0,0,2
-0.03468453,-0.07487618,0.04631793,1,0.01,1000,0,0,0,2
-0.02486202,-0.07610343,0.04753193,1,0.01,1000,0,0,0,2
-0.02510437,-0.0694607,0.04006419,1,0.01,1000,0,0,0,2
0.00886237,-0.06943395,0.03448165,1,0.01,1000,0,0,0,2
0.01778834,-0.07194566,0.04320281,1,0.01,1000,0,0,0,2
0.02790749,-0.07186979,0.02715209,1,0.01,1000,0,0,0,2
0.03730006,-0.07857306,0.04154877,1,0.01,1000,0,0,0,2
0.04761806,-0.07144524,0.03031226,1,0.01,1000,0,0,0,2
0.06164355,-0.07222089,0.03734582,1,0.01,1000,0,0,0,2
-0.06211064,-0.07176479,0.04467511,1,0.01,1000,0,0,0,2
-0.05004852,-0.06955184,0.05083773,1,0.01,1000,0,0,0,2
-0.04774054,-0.07212706,0.0612917,1,0.01,1000,0,0,0,2
-0.04406365,-0.06415331,0.04494442,1,0.01,1000,0,0,0,2
-0.02544446,-0.06820341,0.05354703,1,0.01,1000,0,0,0,2
0.00888367,-0.06651736,0.04400259,1,0.01,1000,0,0,0,2
0.0239681,-0.05935012,0.04103831,1,0.01,1000,0,0,0,2
0.02553061,-0.07437808,0.04899706,1,0.01,1000,0,0,0,2
0.04308968,-0.07518352,0.04895134,1,0.01,1000,0,0,0,2
0.04691751,-0.07243762,0.04021716,1,0.01,1000,0,0,0,2
0.05839571,-0.0661289,0.04514821,1,0.01,1000,0,0,0,2
-0.06653776,-0.06779679,0.06066751,1,0.01,1000,0,0,0,2
-0.05831625,-0.06378996,0.05248583,1,0.01,1000,0,0,0,2
-0.03857765,-0.06835947,0.0624643,1,0.01,1000,0,0,0,2
-0.03195217,-0.07431345,0.05796219,1,0.01,1000,0,0,0,2
-0.00879823,-0.08454919,0.05528463,1,0.01,1000,0,0,0,2
0.00892916,-0.06744373,0.06004725,1,0.01,1000,0,0,0,2
0.02945211,-0.06549619,0.04662425,1,0.01,1000,0,0,0,2
0.03585279,-0.0696674,0.05301911,1,0.01,1000,0,0,0,2
0.0428457,-0.07393098,0.05884992,1,0.01,1000,0,0,0,2
0.05134567,-0.07012546,0.05121986,1,0.01,1000,0,0,0,2
0.06012999,-0.073574,0.05437277,1,0.01,1000,0,0,0,2
-0.06281234,-0.07120969,0.06921218,1,0.01,1000,0,0,0,2
-0.05676674,-0.06630856,0.06201754,1,0.01,1000,0,0,0,2
-0.05211077,-0.07079722,0.07022702,1,0.01,1000,0,0,0,2
-0.01617879,-0.06806672,0.05827443,1,0.01,1000,0,0,0,2
-0.00907654,-0.06980505,0.0650682,1,0.01,1000,0,0,0,2
0.00216036,-0.06368849,0.07114214,1,0.01,1000,0,0,0,2
0.0148384,-0.05741526,0.07062052,1,0.01,1000,0,0,0,2
0.02872258,-0.06555938,0.06337824,1,0.01,1000,0,0,0,2
0.03885844,-0.06487169,0.06119779,1,0.01,1000,0,0,0,2
0.04867091,-0.06587465,0.05985279,1,0.01,1000,0,0,0,2
0.05854301,-0.0747526,0.06997556,1,0.01,1000,0,0,0,2
-0.05505632,-0.07738082,0.08637566,1,0.01,1000,0,0,0,2
-0.04699938,-0.07256896,0.08188048,1,0.01,1000,0,0,0,2
-0.02775927,-0.05974097,0.0766239,1,0.01,1000,0,0,0,2
-0.02756258,-0.06896359,0.08044384,1,0.01,1000,0,0,0,2
-0.02821542,-0.07375521,0.08922931,1,0.01,1000,0,0,0,2
-0.01156565,-0.07087891,0.07478045,1,0.01,1000,0,0,0,2
-0.00396299,-0.06590574,0.07888695,1,0.01,1000,0,0,0,2
-0.00758857,-0.0616211,0.07057104,1,0.01,1000,0,0,0,2
0.0110747,-0.06721134,0.08557881,1,0.01,1000,0,0,0,2
0.01682078,-0.06834436,0.07748274,1,0.01,1000,0,0,0,2
0.02533967,-0.06607823,0.07275523,1,0.01,1000,0,0,0,2
0.032408,-0.06744639,0.07965541,1,0.01,1000,0,0,0,2
0.04936214,-0.07124899,0.0682318,1,0.01,1000,0,0,0,2
0.05742131,-0.0755913,0.08643765,1,0.01,1000,0,0,0,2
-0.05908677,-0.07433494,0.0950016,1,0.01,1000,0,0,0,2
-0.04403285,-0.07413407,0.09125503,1,0.01,1000,0,0,0,2
-0.03713969,-0.06961455,0.07793089,1,0.01,1000,0,0,0,2
-0.02925462,-0.06572996,0.09502196,1,0.01,1000,0,0,0,2
-0.01867586,-0.06456558,0.09502542,1,0.01,1000,0,0,0,2
-0.00984812,-0.07040895,0.09501353,1,0.01,1000,0,0,0,2
0.00810446,-0.05927895,0.09500919,1,0.01,1000,0,0,0,2
0.00030476,-0.07009247,0.08685709,1,0.01,1000,0,0,0,2
0.01668462,-0.06410495,0.09324868,1,0.01,1000,0,0,0,2
0.01750907,-0.07523431,0.08505738,1,0.01,1000,0,0,0,2
0.02984309,-0.07402244,0.08669821,1,0.01,1000,0,0,0,2
0.04465272,-0.07380398,0.09502276,1,0.01,1000,0,0,0,2
0.04842528,-0.07133431,0.08611284,1,0.01,1000,0,0,0,2
0.06132601,-0.07259051,0.09505757,1,0.01,1000,0,0,0,2
-0.06035315,-0.07337271,-0.09500753,1,0.01,1000,0,0,0,1
-0.05127589,-0.06922425,-0.09501107,1,0.01,1000,0,0,0,1
-0.03668407,-0.06775131,-0.08653903,1,0.01,1000,0,0,0,1
-0.02343053,-0.06369985,-0.09502596,1,0.01,1000,0,0,0,1
-0.01366679,-0.06552793,-0.095007,1,0.01,1000,0,0,0,1
0.00621861,-0.05610141,-0.09502556,1,0.01,1000,0,0,0,1
0.00561916,-0.06639696,-0.09499796,1,0.01,1000,0,0,0,1
0.00393408,-0.07228744,-0.08709657,1,0.01,1000,0,0,0,1
