X,Y,Z,phase_id,diameter,density,U,V,W
-0.002285,0.1296,-0.002377,1,0.005,1000,0,0,0
-0.002285,0.1296,0.002378,1,0.005,1000,0,0,0
-0.007318,0.1277,0.02116,1,0.005,1000,0,0,0
-0.007318,0.1277,-0.02116,1,0.005,1000,0,0,0
0.007283,0.1277,-0.02115,1,0.005,1000,0,0,0
0.007283,0.1277,0.02115,1,0.005,1000,0,0,0
-0.02107,0.1278,-0.007302,1,0.005,1000,0,0,0
-0.02107,0.1278,0.007303,1,0.005,1000,0,0,0
-0.007067,0.1296,0.002382,1,0.005,1000,0,0,0
-0.007067,0.1296,-0.002382,1,0.005,1000,0,0,0
0.002474,0.1296,0.007145,1,0.005,1000,0,0,0
0.002473,0.1296,-0.007145,1,0.005,1000,0,0,0
-0.002292,0.1296,-0.007151,1,0.005,1000,0,0,0
-0.002292,0.1296,0.007151,1,0.005,1000,0,0,0
0.00723,0.1296,-0.002381,1,0.005,1000,0,0,0
0.00723,0.1296,0.00238,1,0.005,1000,0,0,0
0.02119,0.1276,-0.0122,1,0.005,1000,0,0,0
0.02119,0.1276,0.0122,1,0.005,1000,0,0,0
-0.007084,0.1296,0.007169,1,0.005,1000,0,0,0
-0.007085,0.1296,-0.007169,1,0.005,1000,0,0,0
0.007247,0.1296,0.007159,1,0.005,1000,0,0,0
0.007247,0.1296,-0.00716,1,0.005,1000,0,0,0
0.01218,0.1277,-0.02112,1,0.005,1000,0,0,0
0.01218,0.1277,0.02112,1,0.005,1000,0,0,0
-0.01222,0.1277,0.02113,1,0.005,1000,0,0,0
-0.01222,0.1277,-0.02113,1,0.005,1000,0,0,0
-0.01197,0.1295,0.002384,1,0.005,1000,0,0,0
-0.01197,0.1295,-0.002384,1,0.005,1000,0,0,0
-0.002302,0.1295,-0.01205,1,0.005,1000,0,0,0
-0.002302,0.1295,0.01205,1,0.005,1000,0,0,0
0.002465,0.1295,-0.01204,1,0.005,1000,0,0,0
0.002465,0.1295,0.01204,1,0.005,1000,0,0,0
0.01211,0.1295,-0.002388,1,0.005,1000,0,0,0
0.01211,0.1295,0.002387,1,0.005,1000,0,0,0
-0.02104,0.1278,-0.0122,1,0.005,1000,0,0,0
-0.02104,0.1278,0.0122,1,0.005,1000,0,0,0
0.02972,0.1268,0.002391,1,0.005,1000,0,0,0
0.02972,0.1268,-0.002391,1,0.005,1000,0,0,0
-0.002251,0.1268,-0.02962,1,0.005,1000,0,0,0
-0.002252,0.1268,0.02962,1,0.005,1000,0,0,0
-0.012,0.1295,0.007158,1,0.005,1000,0,0,0
-0.012,0.1295,-0.007159,1,0.005,1000,0,0,0
0.00722,0.1295,-0.01206,1,0.005,1000,0,0,0
-0.007081,0.1295,0.01209,1,0.005,1000,0,0,0
-0.007081,0.1295,-0.01209,1,0.005,1000,0,0,0
0.007221,0.1295,0.01206,1,0.005,1000,0,0,0
0.01214,0.1295,-0.007158,1,0.005,1000,0,0,0
0.01214,0.1295,0.007157,1,0.005,1000,0,0,0
0.002529,0.1269,-0.02965,1,0.005,1000,0,0,0
0.002528,0.1269,0.02965,1,0.005,1000,0,0,0
-0.02954,0.1269,0.002392,1,0.005,1000,0,0,0
-0.02954,0.1269,-0.002391,1,0.005,1000,0,0,0
0.02592,0.126,-0.02133,1,0.005,1000,0,0,0
0.02592,0.126,0.02134,1,0.005,1000,0,0,0
-0.01198,0.1294,-0.01206,1,0.005,1000,0,0,0
-0.01198,0.1294,0.01206,1,0.005,1000,0,0,0
0.0121,0.1294,-0.01205,1,0.005,1000,0,0,0
0.0121,0.1294,0.01205,1,0.005,1000,0,0,0
0.02126,0.1276,0.01715,1,0.005,1000,0,0,0
0.02126,0.1276,-0.01715,1,0.005,1000,0,0,0
-0.02126,0.1261,-0.02584,1,0.005,1000,0,0,0
-0.02126,0.1261,0.02584,1,0.005,1000,0,0,0
0.02141,0.1261,-0.02589,1,0.005,1000,0,0,0
0.02141,0.1261,0.02588,1,0.005,1000,0,0,0
0.01712,0.1276,-0.02125,1,0.005,1000,0,0,0
0.01712,0.1276,0.02124,1,0.005,1000,0,0,0
0.02983,0.1269,0.00717,1,0.005,1000,0,0,0
0.02983,0.1269,-0.00717,1,0.005,1000,0,0,0
-0.01717,0.1277,-0.02122,1,0.005,1000,0,0,0
-0.01717,0.1277,0.02122,1,0.005,1000,0,0,0
-0.02122,0.1277,0.01714,1,0.005,1000,0,0,0
-0.02122,0.1277,-0.01714,1,0.005,1000,0,0,0
-0.007038,0.127,0.02974,1,0.005,1000,0,0,0
-0.007037,0.127,-0.02974,1,0.005,1000,0,0,0
-0.02582,0.1263,0.02135,1,0.005,1000,0,0,0
-0.02582,0.1263,-0.02135,1,0.005,1000,0,0,0
0.00731,0.127,-0.02973,1,0.005,1000,0,0,0
0.007309,0.127,0.02973,1,0.005,1000,0,0,0
-0.02963,0.127,-0.007183,1,0.005,1000,0,0,0
-0.02963,0.127,0.007184,1,0.005,1000,0,0,0
0.02983,0.1269,0.01198,1,0.005,1000,0,0,0
0.02983,0.1269,-0.01198,1,0.005,1000,0,0,0
-0.01186,0.127,0.02976,1,0.005,1000,0,0,0
-0.01186,0.127,-0.02976,1,0.005,1000,0,0,0
0.01212,0.1271,-0.0298,1,0.005,1000,0,0,0
0.01212,0.1271,0.0298,1,0.005,1000,0,0,0
-0.02972,0.1272,-0.01201,1,0.005,1000,0,0,0
-0.02972,0.1272,0.01201,1,0.005,1000,0,0,0
0.01697,0.1303,0.002416,1,0.005,1000,0,0,0
0.01697,0.1303,-0.002416,1,0.005,1000,0,0,0
0.02982,0.127,0.0168,1,0.005,1000,0,0,0
0.02982,0.127,-0.0168,1,0.005,1000,0,0,0
0.002497,0.1304,0.01691,1,0.005,1000,0,0,0
0.002496,0.1304,-0.01691,1,0.005,1000,0,0,0
-0.002346,0.1304,-0.01692,1,0.005,1000,0,0,0
-0.002345,0.1304,0.01692,1,0.005,1000,0,0,0
-0.01686,0.1305,0.002429,1,0.005,1000,0,0,0
-0.01686,0.1305,-0.002429,1,0.005,1000,0,0,0
-0.01671,0.1271,0.02978,1,0.005,1000,0,0,0
-0.01671,0.1271,-0.02978,1,0.005,1000,0,0,0
0.01701,0.1304,-0.007236,1,0.005,1000,0,0,0
0.01701,0.1304,0.007236,1,0.005,1000,0,0,0
0.01697,0.1272,0.02989,1,0.005,1000,0,0,0
-0.007184,0.1305,-0.01697,1,0.005,1000,0,0,0
-0.007183,0.1305,0.01697,1,0.005,1000,0,0,0
0.01697,0.1272,-0.02989,1,0.005,1000,0,0,0
0.007333,0.1305,-0.01694,1,0.005,1000,0,0,0
0.007333,0.1305,0.01694,1,0.005,1000,0,0,0
-0.01689,0.1306,-0.007277,1,0.005,1000,0,0,0
-0.01689,0.1306,0.007277,1,0.005,1000,0,0,0
-0.02988,0.1274,-0.01688,1,0.005,1000,0,0,0
-0.02988,0.1274,0.01688,1,0.005,1000,0,0,0
0.01698,0.1304,-0.01213,1,0.005,1000,0,0,0
0.01698,0.1304,0.01213,1,0.005,1000,0,0,0
0.02564,0.1296,0.002494,1,0.005,1000,0,0,0
0.02564,0.1296,-0.002495,1,0.005,1000,0,0,0
0.01222,0.1305,-0.01693,1,0.005,1000,0,0,0
-0.01208,0.1305,0.01694,1,0.005,1000,0,0,0
0.002466,0.1296,0.02556,1,0.005,1000,0,0,0
0.002467,0.1296,-0.02556,1,0.005,1000,0,0,0
0.01222,0.1305,0.01693,1,0.005,1000,0,0,0
-0.01208,0.1305,-0.01694,1,0.005,1000,0,0,0
-0.002517,0.1296,-0.02556,1,0.005,1000,0,0,0
-0.002516,0.1296,0.02556,1,0.005,1000,0,0,0
-0.01685,0.1305,0.01216,1,0.005,1000,0,0,0
-0.01685,0.1305,-0.01216,1,0.005,1000,0,0,0
-0.02547,0.1297,0.002487,1,0.005,1000,0,0,0
-0.02547,0.1297,-0.002487,1,0.005,1000,0,0,0
0.0257,0.1295,0.008072,1,0.005,1000,0,0,0
0.0257,0.1295,-0.008072,1,0.005,1000,0,0,0
-0.008019,0.1296,0.02563,1,0.005,1000,0,0,0
-0.008019,0.1296,-0.02564,1,0.005,1000,0,0,0
0.008188,0.1296,0.02561,1,0.005,1000,0,0,0
0.008186,0.1296,-0.02561,1,0.005,1000,0,0,0
-0.02554,0.1297,-0.008088,1,0.005,1000,0,0,0
-0.02554,0.1297,0.008087,1,0.005,1000,0,0,0
0.02568,0.1295,-0.01304,1,0.005,1000,0,0,0
0.02568,0.1295,0.01304,1,0.005,1000,0,0,0
0.02611,0.1274,-0.02605,1,0.005,1000,0,0,0
0.02611,0.1274,0.02605,1,0.005,1000,0,0,0
0.0131,0.1295,-0.02558,1,0.005,1000,0,0,0
0.0131,0.1295,0.02558,1,0.005,1000,0,0,0
0.01716,0.1304,0.01709,1,0.005,1000,0,0,0
0.01716,0.1304,-0.01709,1,0.005,1000,0,0,0
-0.01297,0.1295,0.02563,1,0.005,1000,0,0,0
-0.01297,0.1295,-0.02563,1,0.005,1000,0,0,0
-0.02552,0.1296,-0.01301,1,0.005,1000,0,0,0
-0.02552,0.1296,0.01301,1,0.005,1000,0,0,0
-0.01705,0.1305,0.01712,1,0.005,1000,0,0,0
-0.01705,0.1305,-0.01712,1,0.005,1000,0,0,0
-0.02595,0.1276,-0.02603,1,0.005,1000,0,0,0
-0.02595,0.1276,0.02603,1,0.005,1000,0,0,0
0.02186,0.1293,-0.02191,1,0.005,1000,0,0,0
0.02186,0.1293,0.02191,1,0.005,1000,0,0,0
-0.0219,0.1294,0.02184,1,0.005,1000,0,0,0
-0.0219,0.1294,-0.02184,1,0.005,1000,0,0,0
0.03043,0.1278,-0.02154,1,0.005,1000,0,0,0
0.03043,0.1278,0.02154,1,0.005,1000,0,0,0
-0.02147,0.1279,-0.03038,1,0.005,1000,0,0,0
-0.02147,0.1279,0.03038,1,0.005,1000,0,0,0
0.02177,0.1279,0.03043,1,0.005,1000,0,0,0
0.02177,0.1279,-0.03043,1,0.005,1000,0,0,0
0.0257,0.1295,0.01796,1,0.005,1000,0,0,0
0.0257,0.1295,-0.01796,1,0.005,1000,0,0,0
-0.03039,0.128,-0.02171,1,0.005,1000,0,0,0
-0.03039,0.128,0.02171,1,0.005,1000,0,0,0
0.018,0.1296,0.02565,1,0.005,1000,0,0,0
0.018,0.1296,-0.02565,1,0.005,1000,0,0,0
-0.01786,0.1297,-0.02567,1,0.005,1000,0,0,0
-0.01786,0.1297,0.02567,1,0.005,1000,0,0,0
-0.02562,0.1297,0.0179,1,0.005,1000,0,0,0
-0.02562,0.1297,-0.0179,1,0.005,1000,0,0,0
0.02151,0.1323,0.002899,1,0.005,1000,0,0,0
0.02151,0.1323,-0.002899,1,0.005,1000,0,0,0
0.002843,0.1324,-0.02149,1,0.005,1000,0,0,0
0.002844,0.1324,0.02149,1,0.005,1000,0,0,0
-0.002906,0.1324,-0.02149,1,0.005,1000,0,0,0
-0.002906,0.1324,0.02149,1,0.005,1000,0,0,0
-0.02143,0.1325,0.002887,1,0.005,1000,0,0,0
-0.02143,0.1325,-0.002887,1,0.005,1000,0,0,0
0.02154,0.1324,-0.008167,1,0.005,1000,0,0,0
0.02154,0.1324,0.008167,1,0.005,1000,0,0,0
-0.00817,0.1325,-0.02149,1,0.005,1000,0,0,0
-0.008168,0.1325,0.02149,1,0.005,1000,0,0,0
0.008114,0.1325,-0.02151,1,0.005,1000,0,0,0
0.008119,0.1325,0.02151,1,0.005,1000,0,0,0
-0.02146,0.1326,-0.008076,1,0.005,1000,0,0,0
-0.02146,0.1326,0.008073,1,0.005,1000,0,0,0
0.03088,0.1283,0.02632,1,0.005,1000,0,0,0
0.03088,0.1283,-0.02632,1,0.005,1000,0,0,0
-0.02623,0.1284,-0.03082,1,0.005,1000,0,0,0
-0.02623,0.1284,0.03082,1,0.005,1000,0,0,0
0.02656,0.1284,0.0308,1,0.005,1000,0,0,0
0.02656,0.1284,-0.0308,1,0.005,1000,0,0,0
0.02152,0.1323,-0.01312,1,0.005,1000,0,0,0
0.02152,0.1323,0.01312,1,0.005,1000,0,0,0
-0.03072,0.1284,-0.02653,1,0.005,1000,0,0,0
-0.03072,0.1284,0.02653,1,0.005,1000,0,0,0
0.03262,0.1307,0.002871,1,0.005,1000,0,0,0
0.03262,0.1307,-0.002871,1,0.005,1000,0,0,0
-0.002895,0.1307,-0.03252,1,0.005,1000,0,0,0
-0.002895,0.1307,0.03252,1,0.005,1000,0,0,0
-0.03247,0.1308,-0.002897,1,0.005,1000,0,0,0
-0.03247,0.1308,0.002896,1,0.005,1000,0,0,0
0.002846,0.1308,-0.03257,1,0.005,1000,0,0,0
0.002846,0.1308,0.03257,1,0.005,1000,0,0,0
0.01309,0.1324,-0.02154,1,0.005,1000,0,0,0
0.01309,0.1324,0.02154,1,0.005,1000,0,0,0
-0.01314,0.1324,-0.02152,1,0.005,1000,0,0,0
-0.01314,0.1324,0.02152,1,0.005,1000,0,0,0
-0.02149,0.1325,-0.01306,1,0.005,1000,0,0,0
-0.02149,0.1325,0.01306,1,0.005,1000,0,0,0
0.03267,0.1308,0.008366,1,0.005,1000,0,0,0
0.03267,0.1308,-0.008365,1,0.005,1000,0,0,0
-0.008373,0.1308,0.03256,1,0.005,1000,0,0,0
-0.008373,0.1308,-0.03257,1,0.005,1000,0,0,0
-0.03247,0.1308,-0.008519,1,0.005,1000,0,0,0
-0.03247,0.1308,0.008519,1,0.005,1000,0,0,0
0.008513,0.1308,-0.03259,1,0.005,1000,0,0,0
0.008514,0.1308,0.03259,1,0.005,1000,0,0,0
-0.002454,0.1351,0.002605,1,0.005,1000,0,0,0
-0.002454,0.1351,-0.002605,1,0.005,1000,0,0,0
0.002693,0.1351,-0.002601,1,0.005,1000,0,0,0
0.002693,0.1351,0.002601,1,0.005,1000,0,0,0
0.02658,0.1307,-0.02261,1,0.005,1000,0,0,0
0.02658,0.1307,0.02261,1,0.005,1000,0,0,0
-0.00249,0.1351,-0.007571,1,0.005,1000,0,0,0
-0.00249,0.1351,0.007571,1,0.005,1000,0,0,0
-0.007456,0.1351,-0.002627,1,0.005,1000,0,0,0
-0.007456,0.1351,0.002627,1,0.005,1000,0,0,0
0.007633,0.1351,0.002628,1,0.005,1000,0,0,0
0.007633,0.1351,-0.002628,1,0.005,1000,0,0,0
0.002714,0.1351,-0.007567,1,0.005,1000,0,0,0
0.002714,0.1351,0.007567,1,0.005,1000,0,0,0
0.02165,0.1324,0.01807,1,0.005,1000,0,0,0
0.02165,0.1324,-0.01807,1,0.005,1000,0,0,0
0.01804,0.1324,-0.02158,1,0.005,1000,0,0,0
0.01804,0.1324,0.02158,1,0.005,1000,0,0,0
0.02269,0.1308,-0.02657,1,0.005,1000,0,0,0
0.02269,0.1308,0.02657,1,0.005,1000,0,0,0
0.03264,0.1307,-0.01336,1,0.005,1000,0,0,0
0.03264,0.1307,0.01336,1,0.005,1000,0,0,0
-0.02251,0.1309,-0.02657,1,0.005,1000,0,0,0
-0.02251,0.1309,0.02657,1,0.005,1000,0,0,0
-0.01334,0.1308,0.03255,1,0.005,1000,0,0,0
-0.01334,0.1308,-0.03255,1,0.005,1000,0,0,0
-0.02152,0.1325,0.01802,1,0.005,1000,0,0,0
-0.02152,0.1325,-0.01803,1,0.005,1000,0,0,0
-0.01808,0.1325,0.0216,1,0.005,1000,0,0,0
-0.01808,0.1325,-0.0216,1,0.005,1000,0,0,0
0.01372,0.1308,-0.03257,1,0.005,1000,0,0,0
0.01371,0.1308,0.03257,1,0.005,1000,0,0,0
-0.03247,0.1308,-0.01373,1,0.005,1000,0,0,0
-0.03247,0.1308,0.01373,1,0.005,1000,0,0,0
-0.02656,0.131,-0.02259,1,0.005,1000,0,0,0
-0.02656,0.131,0.02259,1,0.005,1000,0,0,0
-0.007484,0.1351,0.007588,1,0.005,1000,0,0,0
-0.007484,0.1351,-0.007588,1,0.005,1000,0,0,0
0.00765,0.1351,-0.007592,1,0.005,1000,0,0,0
0.00765,0.1351,0.007592,1,0.005,1000,0,0,0
-0.01241,0.1351,0.002662,1,0.005,1000,0,0,0
-0.01241,0.1351,-0.002662,1,0.005,1000,0,0,0
0.01257,0.1351,-0.002637,1,0.005,1000,0,0,0
0.01257,0.1351,0.002637,1,0.005,1000,0,0,0
-0.00251,0.1351,-0.01249,1,0.005,1000,0,0,0
-0.00251,0.1351,0.01249,1,0.005,1000,0,0,0
0.002724,0.1351,0.01249,1,0.005,1000,0,0,0
0.002724,0.1351,-0.01249,1,0.005,1000,0,0,0
-0.007509,0.1351,0.01253,1,0.005,1000,0,0,0
-0.007508,0.1351,-0.01253,1,0.005,1000,0,0,0
-0.01243,0.1351,-0.00763,1,0.005,1000,0,0,0
-0.01243,0.1351,0.00763,1,0.005,1000,0,0,0
0.01261,0.1351,0.007612,1,0.005,1000,0,0,0
0.01261,0.1351,-0.007613,1,0.005,1000,0,0,0
0.007661,0.1351,0.01251,1,0.005,1000,0,0,0
0.007661,0.1351,-0.01251,1,0.005,1000,0,0,0
0.03264,0.1307,-0.01831,1,0.005,1000,0,0,0
0.03264,0.1307,0.01831,1,0.005,1000,0,0,0
-0.01827,0.1308,-0.0326,1,0.005,1000,0,0,0
-0.01827,0.1308,0.0326,1,0.005,1000,0,0,0
0.03136,0.1288,0.03114,1,0.005,1000,0,0,0
0.03136,0.1288,-0.03114,1,0.005,1000,0,0,0
-0.03106,0.1289,-0.03131,1,0.005,1000,0,0,0
-0.03106,0.1289,0.03131,1,0.005,1000,0,0,0
0.01866,0.131,0.03267,1,0.005,1000,0,0,0
0.01866,0.131,-0.03268,1,0.005,1000,0,0,0
-0.01246,0.1352,-0.01258,1,0.005,1000,0,0,0
-0.01246,0.1352,0.01258,1,0.005,1000,0,0,0
0.01267,0.1352,0.01255,1,0.005,1000,0,0,0
0.01267,0.1352,-0.01255,1,0.005,1000,0,0,0
0.0175,0.1352,-0.002685,1,0.005,1000,0,0,0
0.0175,0.1352,0.002685,1,0.005,1000,0,0,0
-0.03266,0.1311,-0.01867,1,0.005,1000,0,0,0
-0.03266,0.1311,0.01867,1,0.005,1000,0,0,0
0.002776,0.1352,-0.01739,1,0.005,1000,0,0,0
0.002776,0.1352,0.01739,1,0.005,1000,0,0,0
-0.002586,0.1353,-0.0174,1,0.005,1000,0,0,0
-0.002586,0.1353,0.0174,1,0.005,1000,0,0,0
-0.01731,0.1353,-0.002737,1,0.005,1000,0,0,0
-0.01731,0.1353,0.002737,1,0.005,1000,0,0,0
0.01754,0.1352,-0.007634,1,0.005,1000,0,0,0
0.01754,0.1352,0.007634,1,0.005,1000,0,0,0
-0.00757,0.1353,0.01745,1,0.005,1000,0,0,0
-0.00757,0.1353,-0.01745,1,0.005,1000,0,0,0
0.007711,0.1353,-0.01741,1,0.005,1000,0,0,0
0.00771,0.1353,0.01742,1,0.005,1000,0,0,0
-0.01733,0.1354,-0.007679,1,0.005,1000,0,0,0
-0.01733,0.1354,0.007679,1,0.005,1000,0,0,0
0.02646,0.1343,0.002416,1,0.005,1000,0,0,0
0.02646,0.1343,-0.002418,1,0.005,1000,0,0,0
0.002325,0.1343,0.02639,1,0.005,1000,0,0,0
0.002326,0.1343,-0.02639,1,0.005,1000,0,0,0
-0.002473,0.1343,-0.02635,1,0.005,1000,0,0,0
-0.002473,0.1343,0.02635,1,0.005,1000,0,0,0
0.01759,0.1352,-0.01259,1,0.005,1000,0,0,0
0.01759,0.1352,0.01259,1,0.005,1000,0,0,0
-0.02623,0.1344,0.002385,1,0.005,1000,0,0,0
-0.02623,0.1344,-0.002383,1,0.005,1000,0,0,0
0.02654,0.1342,0.007279,1,0.005,1000,0,0,0
0.02654,0.1342,-0.007282,1,0.005,1000,0,0,0
0.01269,0.1353,-0.01748,1,0.005,1000,0,0,0
0.01269,0.1353,0.01748,1,0.005,1000,0,0,0
0.007133,0.1342,0.02646,1,0.005,1000,0,0,0
-0.0125,0.1353,0.0175,1,0.005,1000,0,0,0
0.007133,0.1342,-0.02645,1,0.005,1000,0,0,0
-0.0125,0.1353,-0.0175,1,0.005,1000,0,0,0
-0.007287,0.1342,0.02644,1,0.005,1000,0,0,0
-0.007287,0.1342,-0.02644,1,0.005,1000,0,0,0
-0.01737,0.1354,-0.01262,1,0.005,1000,0,0,0
-0.01737,0.1354,0.01262,1,0.005,1000,0,0,0
-0.02633,0.1343,-0.007168,1,0.005,1000,0,0,0
-0.02633,0.1343,0.00717,1,0.005,1000,0,0,0
0.012,0.1341,-0.02652,1,0.005,1000,0,0,0
0.012,0.1341,0.02652,1,0.005,1000,0,0,0
0.0266,0.1341,-0.01223,1,0.005,1000,0,0,0
0.0266,0.1341,0.01223,1,0.005,1000,0,0,0
-0.02645,0.1342,-0.01201,1,0.005,1000,0,0,0
-0.02646,0.1342,0.01201,1,0.005,1000,0,0,0
-0.01219,0.1342,0.02654,1,0.005,1000,0,0,0
-0.01219,0.1342,-0.02653,1,0.005,1000,0,0,0
0.02757,0.1319,-0.02737,1,0.005,1000,0,0,0
0.02757,0.1319,0.02738,1,0.005,1000,0,0,0
0.01764,0.1353,0.01753,1,0.005,1000,0,0,0
0.01763,0.1353,-0.01753,1,0.005,1000,0,0,0
0.03322,0.1315,-0.0232,1,0.005,1000,0,0,0
0.03322,0.1315,0.0232,1,0.005,1000,0,0,0
-0.0274,0.132,-0.02757,1,0.005,1000,0,0,0
-0.0274,0.132,0.02757,1,0.005,1000,0,0,0
-0.01743,0.1354,0.01757,1,0.005,1000,0,0,0
-0.01743,0.1354,-0.01757,1,0.005,1000,0,0,0
-0.02315,0.1316,-0.03317,1,0.005,1000,0,0,0
-0.02315,0.1316,0.03317,1,0.005,1000,0,0,0
0.02358,0.1316,0.03317,1,0.005,1000,0,0,0
0.02358,0.1316,-0.03318,1,0.005,1000,0,0,0
0.02269,0.134,-0.02274,1,0.005,1000,0,0,0
0.0227,0.134,0.02274,1,0.005,1000,0,0,0
0.01691,0.1341,0.02691,1,0.005,1000,0,0,0
0.01691,0.1341,-0.02691,1,0.005,1000,0,0,0
-0.03309,0.1317,-0.02358,1,0.005,1000,0,0,0
-0.03309,0.1317,0.02358,1,0.005,1000,0,0,0
-0.02269,0.1341,0.02263,1,0.005,1000,0,0,0
-0.0227,0.1341,-0.02263,1,0.005,1000,0,0,0
0.02687,0.1341,0.01719,1,0.005,1000,0,0,0
0.02687,0.1341,-0.01719,1,0.005,1000,0,0,0
-0.02686,0.1342,0.0169,1,0.005,1000,0,0,0
-0.02686,0.1342,-0.0169,1,0.005,1000,0,0,0
-0.01714,0.1342,-0.02678,1,0.005,1000,0,0,0
-0.01714,0.1342,0.02678,1,0.005,1000,0,0,0
0.03128,0.1353,-0.002372,1,0.005,1000,0,0,0
0.03128,0.1353,0.002374,1,0.005,1000,0,0,0
-0.002478,0.1354,0.03119,1,0.005,1000,0,0,0
-0.002479,0.1354,-0.03119,1,0.005,1000,0,0,0
-0.03106,0.1354,-0.002343,1,0.005,1000,0,0,0
-0.03106,0.1354,0.002343,1,0.005,1000,0,0,0
0.002241,0.1354,-0.03119,1,0.005,1000,0,0,0
0.002241,0.1354,0.03119,1,0.005,1000,0,0,0
0.02219,0.1372,-0.00245,1,0.005,1000,0,0,0
0.02219,0.1372,0.002451,1,0.005,1000,0,0,0
0.006976,0.1353,0.0313,1,0.005,1000,0,0,0
0.006976,0.1353,-0.0313,1,0.005,1000,0,0,0
-0.03118,0.1353,-0.007039,1,0.005,1000,0,0,0
-0.03118,0.1353,0.007039,1,0.005,1000,0,0,0
0.03135,0.1353,0.007135,1,0.005,1000,0,0,0
0.03135,0.1353,-0.007134,1,0.005,1000,0,0,0
0.03351,0.132,-0.02812,1,0.005,1000,0,0,0
0.03351,0.132,0.02812,1,0.005,1000,0,0,0
-0.002332,0.1373,-0.02206,1,0.005,1000,0,0,0
-0.002331,0.1373,0.02206,1,0.005,1000,0,0,0
0.002508,0.1373,0.02207,1,0.005,1000,0,0,0
0.00251,0.1373,-0.02207,1,0.005,1000,0,0,0
-0.007205,0.1353,0.03127,1,0.005,1000,0,0,0
-0.007206,0.1353,-0.03127,1,0.005,1000,0,0,0
-0.02807,0.1321,-0.03346,1,0.005,1000,0,0,0
-0.02807,0.1321,0.03346,1,0.005,1000,0,0,0
-0.02196,0.1374,-0.002424,1,0.005,1000,0,0,0
-0.02196,0.1374,0.002424,1,0.005,1000,0,0,0
0.02227,0.1372,-0.007433,1,0.005,1000,0,0,0
0.02227,0.1372,0.007433,1,0.005,1000,0,0,0
0.02851,0.1321,0.03339,1,0.005,1000,0,0,0
0.02851,0.1321,-0.03339,1,0.005,1000,0,0,0
0.01174,0.1351,-0.03138,1,0.005,1000,0,0,0
0.01174,0.1351,0.03138,1,0.005,1000,0,0,0
-0.0313,0.1351,-0.01178,1,0.005,1000,0,0,0
-0.0313,0.1351,0.01178,1,0.005,1000,0,0,0
-0.03332,0.1322,-0.02849,1,0.005,1000,0,0,0
-0.03332,0.1322,0.02849,1,0.005,1000,0,0,0
-0.007319,0.1373,-0.02219,1,0.005,1000,0,0,0
-0.007318,0.1373,0.02219,1,0.005,1000,0,0,0
0.007455,0.1373,0.02213,1,0.005,1000,0,0,0
0.007457,0.1373,-0.02213,1,0.005,1000,0,0,0
0.0314,0.1353,-0.01193,1,0.005,1000,0,0,0
0.0314,0.1353,0.01193,1,0.005,1000,0,0,0
-0.02204,0.1374,-0.007401,1,0.005,1000,0,0,0
-0.02204,0.1374,0.007401,1,0.005,1000,0,0,0
-0.01197,0.1353,0.03134,1,0.005,1000,0,0,0
-0.01197,0.1353,-0.03133,1,0.005,1000,0,0,0
0.02233,0.1371,-0.0124,1,0.005,1000,0,0,0
0.02233,0.1371,0.0124,1,0.005,1000,0,0,0
-0.01231,0.1372,-0.02226,1,0.005,1000,0,0,0
-0.0123,0.1372,0.02226,1,0.005,1000,0,0,0
0.0124,0.1373,0.02218,1,0.005,1000,0,0,0
0.0124,0.1373,-0.02218,1,0.005,1000,0,0,0
-0.02204,0.1374,-0.01237,1,0.005,1000,0,0,0
-0.02204,0.1374,0.01237,1,0.005,1000,0,0,0
0.02164,0.1354,-0.02737,1,0.005,1000,0,0,0
0.02164,0.1354,0.02737,1,0.005,1000,0,0,0
0.02738,0.1354,-0.02194,1,0.005,1000,0,0,0
0.02739,0.1354,0.02194,1,0.005,1000,0,0,0
0.01656,0.1353,0.03169,1,0.005,1000,0,0,0
0.01656,0.1353,-0.03169,1,0.005,1000,0,0,0
0.03166,0.1353,-0.01678,1,0.005,1000,0,0,0
0.03166,0.1353,0.01678,1,0.005,1000,0,0,0
-0.03164,0.1353,0.01658,1,0.005,1000,0,0,0
-0.03164,0.1354,-0.01658,1,0.005,1000,0,0,0
-0.02731,0.1356,-0.02161,1,0.005,1000,0,0,0
-0.02731,0.1356,0.02161,1,0.005,1000,0,0,0
-0.01679,0.1354,-0.03156,1,0.005,1000,0,0,0
-0.01679,0.1354,0.03156,1,0.005,1000,0,0,0
-0.02188,0.1356,-0.0273,1,0.005,1000,0,0,0
-0.02188,0.1356,0.0273,1,0.005,1000,0,0,0
0.02236,0.1373,0.01736,1,0.005,1000,0,0,0
0.02236,0.1373,-0.01736,1,0.005,1000,0,0,0
0.01743,0.1373,0.02222,1,0.005,1000,0,0,0
0.01743,0.1373,-0.02222,1,0.005,1000,0,0,0
-0.01725,0.1373,-0.02225,1,0.005,1000,0,0,0
-0.01725,0.1373,0.02225,1,0.005,1000,0,0,0
-0.02212,0.1374,-0.01736,1,0.005,1000,0,0,0
-0.02212,0.1374,0.01736,1,0.005,1000,0,0,0
0.03622,0.1355,-0.002779,1,0.005,1000,0,0,0
0.03622,0.1355,0.002779,1,0.005,1000,0,0,0
-0.03601,0.1356,0.002787,1,0.005,1000,0,0,0
